season,player,cricsheet_identifier,cricinfo_id,unique_name,full_name,country,born,age,batting_style,bowling_style,playing_role
2009,SC Ganguly,725529bc,28779,SC Ganguly,Sourav Chandidas Ganguly,India,"July 08, 1972, Calcutta (now Kolkata), Bengal",50y 0m 17d 0H 0M 0S,Left hand Bat,Right arm Medium,Batter
2009,SD Chitnis,facb9086,337916,SD Chitnis,Siddharth Dilip Chitnis,India,"May 06, 1987, Bombay (now Mumbai), Maharashtra",35y 2m 19d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2009,Shoaib Ahmed,8a668774,317709,Shoaib Ahmed,Syed Mohammad Shoaib Ahmed,India,"November 19, 1987, Hyderabad, Andhra Pradesh",34y 8m 6d 0H 0M 0S,Right hand Bat,Right arm Fast medium,NA
2009,SK Raina,1dc12ab9,33335,SK Raina,Suresh Kumar Raina,India,"November 27, 1986, Muradnagar, Ghaziabad, Uttar Pradesh",35y 7m 28d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2009,SK Trivedi,3d7e087f,35353,SK Trivedi,Siddharth Kishorkumar Trivedi,India,"September 04, 1982, Ahmedabad, Gujarat",39y 10m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,SK Warne,bb18be76,8166,SK Warne,Shane Keith Warne,Australia,"September 13, 1969, Ferntree Gully, Victoria",52y 10m 12d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2009,SL Malinga,a12e1d51,49758,SL Malinga,Separamadu Lasith Malinga,Sri Lanka,"August 28, 1983, Galle",38y 10m 27d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2009,SM Harwood,63bff7f9,5605,SM Harwood,Shane Michael Harwood,Australia,"March 01, 1974, Ballarat, Victoria",48y 4m 24d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2009,SM Katich,fdedb37c,6128,SM Katich,Simon Mathew Katich,Australia,"August 21, 1975, Middle Swan, Western Australia",46y 11m 4d 0H 0M 0S,Left hand Bat,Left arm Wrist spin,Batter
2009,SP Goswami,541f85c9,302579,SP Goswami,Shreevats Pratyush Goswami,India,"May 18, 1989, Calcutta (now Kolkata), Bengal",33y 2m 7d 0H 0M 0S,Left hand Bat,NA,Wicketkeeper Batter
2009,SR Tendulkar,d2c2b2d5,35320,SR Tendulkar,Sachin Ramesh Tendulkar,India,"April 24, 1973, Bombay (now Mumbai), Maharashtra",49y 3m 1d 0H 0M 0S,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter
2009,SS Sarkar,caa89a48,34402,SS Sarkar,Sourav Subrata Sarkar,India,"December 15, 1984, Calcutta (now Kolkata), Bengal",37y 7m 10d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,SS Shaikh,5f5d3ad4,377437,SS Shaikh,Shoaib Shabbir Shaikh,India,"January 18, 1987, Bombay (now Mumbai), Maharashtra",35y 6m 7d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2009,SS Tiwary,709b0bac,35390,SS Tiwary,Saurabh Sunil Tiwary,India,"December 30, 1989, Jamshedpur, Bihar",32y 6m 25d 0H 0M 0S,Left hand Bat,NA,Top order Batter
2009,ST Jayasuriya,f233bbb4,49209,ST Jayasuriya,Sanath Teran Jayasuriya,Sri Lanka,"June 30, 1969, Matara",53y 0m 25d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2009,T Henderson,0a4ebc61,45434,T Henderson,Tyron Henderson,South Africa,"August 01, 1974, Durban, Natal",47y 11m 24d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2009,T Kohli,40caa465,331855,T Kohli,Taruwar Sushil Kohli,India,"December 17, 1988, Jalandhar, Punjab",33y 7m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2009,T Thushara,b2ae53f5,49677,T Thushara,Magina Thilan Thushara Mirando,Sri Lanka,"March 01, 1981, Balapitiya",41y 4m 24d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2009,TL Suman,aaa1b522,34281,TL Suman,Tirumalasetti Laxminarayana Suman,India,"December 15, 1983, Hyderabad, Andhra Pradesh",38y 7m 10d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2009,TM Dilshan,5bdcdb72,48472,TM Dilshan,Tillakaratne Mudiyanselage Dilshan,Sri Lanka,"October 14, 1976, Kalutara",45y 9m 11d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2009,TM Srivastava,a76d10ba,35401,TM Srivastava,Tanmay Manoj Srivastava,India,"November 07, 1989, Kanpur, Uttar Pradesh",32y 8m 18d 0H 0M 0S,Left hand Bat,Right arm Medium,Top order Batter
2009,V Kohli,ba607b88,253802,V Kohli,Virat Kohli,India,"November 05, 1988, Delhi",33y 8m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2009,V Sehwag,8ba8195d,35263,V Sehwag,Virender Sehwag,India,"October 20, 1978, Delhi",43y 9m 5d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,VRV Singh,034b4b7d,35281,VRV Singh,Vikram Raj Vir Singh,India,"September 17, 1984, Chandigarh, Punjab, India",37y 10m 8d 0H 0M 0S,Right hand Bat,Right arm Medium fast,NA
2009,VS Malik,5f26df4f,31738,VS Malik,Vikramjeet Singh Malik,India,"May 09, 1983, Vishakapatnam (Andhra)",39y 2m 16d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2009,VVS Laxman,de8cce37,30750,VVS Laxman,Vangipurappu Venkata Sai Laxman,India,"November 01, 1974, Hyderabad, Andhra Pradesh",47y 8m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,VY Mahesh,93a17209,31732,VY Mahesh,Vijaykumar Yo Mahesh,India,"December 21, 1987, Madras (now Chennai), Tamil Nadu",34y 7m 4d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Allrounder
2009,W Jaffer,619aa81f,29646,W Jaffer,Wasim Jaffer,India,"February 16, 1978, Bombay (now Mumbai), Maharashtra",44y 5m 9d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2009,WA Mota,3dba85c2,31041,WA Mota,Wilkin Arvind Mota,India,"September 20, 1981, Bombay (now Mumbai), Maharashtra",40y 10m 5d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2009,WP Saha,fe11caa6,279810,WP Saha,Wriddhiman Prasanta Saha,India,"October 24, 1984, Shaktigarh",37y 9m 1d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2009,WPUJC Vaas,bcce309e,50804,WPUJC Vaas,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,Sri Lanka,"January 27, 1974, Mattumagala",48y 5m 28d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2009,Y Nagar,662c47a6,317786,Y Nagar,Yogesh Nagar,India,"January 06, 1990, Wazirabad, Delhi",32y 6m 19d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2009,Y Venugopal Rao,fe763256,35805,Y Venugopal Rao,Yalaka Venugopal Rao,India,"February 26, 1982, Visakhapatnam, Andhra Pradesh",40y 4m 29d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2009,YA Abdulla,4353bba5,224367,YA Abdulla,Yusuf Adam Abdulla,South Africa,"January 17, 1983, Johannesburg, Transvaal",39y 6m 8d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2009,Yashpal Singh,297b26da,36130,Yashpal Singh,Yashpal Singh,India,"November 27, 1981, Delhi",40y 7m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2009,YK Pathan,3c6ffae8,32498,YK Pathan,Yusuf Khan Pathan,India,"November 17, 1982, Baroda, Gujarat",39y 8m 8d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2009,Yuvraj Singh,1c914163,36084,Yuvraj Singh,Yuvraj Singh,India,"December 12, 1981, Chandigarh",40y 7m 13d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
2009,YV Takawale,4e04666c,35357,YV Takawale,Yogesh Vijay Takawale,India,"November 05, 1984, Pune, Maharashtra",37y 8m 20d 0H 0M 0S,Right hand Bat,NA,NA
2009,Z Khan,91a4a398,30102,Z Khan,Zaheer Khan,India,"October 08, 1978, Shrirampur, Maharashtra",43y 9m 17d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowler
2011,A Mishra,0942d272,31730,Aditya Mishra,Aditya Mishra,U.S.A.,"June 11, 1981, New Delhi, India",41y 1m 14d 0H 0M 0S,Right hand Bat,Legbreak Googly,NA
2011,A Mishra,6b19d823,31107,A Mishra,Amit Mishra,India,"November 24, 1982, Delhi",39y 8m 1d 0H 0M 0S,Right hand Bat,Legbreak,Bowler
2011,A Mithun,66cf56a5,310958,A Mithun,Abhimanyu Mithun,India,"October 25, 1989, Bangalore",32y 9m 0d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,A Singh,5b040b81,26789,A Singh,Amit Singh,India,"June 21, 1981, Bidar, Karnataka",41y 1m 4d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,A Symonds,bd77eb62,7702,A Symonds,Andrew Symonds,Australia,"June 09, 1975, Birmingham, Warwickshire, England",47y 1m 16d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Allrounder
2011,AA Chavan,29d72eb2,337913,AA Chavan,Ankeet Anil Chavan,India,"October 28, 1985, Bombay (now Mumbai), Maharashtra",36y 8m 27d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Batter
2011,AA Jhunjhunwala,2815fe50,29702,AA Jhunjhunwala,Abhishek Arunkumar Jhunjhunwala,India,"December 01, 1982, Calcutta (now Kolkata), Bengal",39y 7m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2011,AA Kazi,16605a1b,422106,AA Kazi,Abrar Anjum Kazi,India,"September 29, 1989, Bangalore, Karnataka",32y 9m 26d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2011,AB Agarkar,fa463154,26184,AB Agarkar,Ajit Bhalchandra Agarkar,India,"December 04, 1977, Bombay (now Mumbai), Maharashtra",44y 7m 21d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,AB de Villiers,c4487b84,44936,AB de Villiers,Abraham Benjamin de Villiers,South Africa,"February 17, 1984, Pretoria",38y 5m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2011,AB Dinda,66b30f71,227712,AB Dinda,Ashok Bhimchandra Dinda,India,"March 25, 1984, Medinipur, Calcutta (now Kolkata)",38y 4m 0d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,AB McDonald,16043342,6553,AB McDonald,Andrew Barry McDonald,Australia,"June 05, 1981, Wodonga, Victoria",41y 1m 20d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2011,AC Blizzard,1efb8a28,4498,AC Blizzard,Aiden Craig Blizzard,Australia,"June 27, 1984, Shepparton, Victoria",38y 0m 28d 0H 0M 0S,Left hand Bat,Left arm Medium,Batter
2011,AC Gilchrist,2b6e6dec,5390,AC Gilchrist,Adam Craig Gilchrist,Australia,"November 14, 1971, Bellingen, New South Wales",50y 8m 11d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2011,AC Thomas,b552a935,47569,AC Thomas,Alfonso Clive Thomas,South Africa,"February 09, 1977, Cape Town, Cape Province",45y 5m 16d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2011,AG Murtaza,ef5da05c,26490,AG Murtaza,Ali Ghulam Murtaza,India,"January 01, 1990, Allahabad, Uttar Pradesh",32y 6m 24d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2011,AG Paunikar,3a02626a,324444,AG Paunikar,Amit Gajanan Paunikar,India,"April 18, 1988, Nagpur, Maharashtra, India",34y 3m 7d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2011,AJ Finch,b8d490fd,5334,AJ Finch,Aaron James Finch,Australia,"November 17, 1986, Colac, Victoria",35y 8m 8d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Top order Batter
2011,AL Menaria,8291f939,371150,AL Menaria,Ashok Lakshminarayan Menaria,India,"October 29, 1990, Udaipur, Rajasthan",31y 8m 26d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2011,AM Nayar,a45a5e8d,32091,AM Nayar,Abhishek Mohan Nayar,India,"October 08, 1983, Secunderabad, Hyderabad",38y 9m 17d 0H 0M 0S,Left hand Bat,Right arm Medium,Allrounder
2011,AM Rahane,29e95537,277916,AM Rahane,Ajinkya Madhukar Rahane,India,"June 06, 1988, Ashwi-KD, Maharashtra",34y 1m 19d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2011,AM Salvi,260fd380,34264,AM Salvi,Aavishkar Madhav Salvi,India,"October 20, 1981, Bombay (now Mumbai), Maharashtra",40y 9m 5d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,AN Ahmed,2af1b6d2,228430,AN Ahmed,Abu Nechim Ahmed,India,"November 05, 1988, Guwahati, Assam",33y 8m 20d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,Anand Rajan,d2340a43,26797,Anand Rajan,Anand Rajan,India,"April 17, 1987, Nagpur, Maharashtra",35y 3m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,AS Raut,c69a7b5c,230593,AS Raut,Abhishek Santosh Raut,India,"March 03, 1987, Jaipur Road, Maharashtra",35y 4m 22d 0H 0M 0S,Right hand Bat,Legbreak Googly,Allrounder
2011,AT Rayudu,70d205c9,33141,AT Rayudu,Ambati Thirupathi Rayudu,India,"September 23, 1985, Guntur, Andhra Pradesh",36y 10m 2d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2011,AUK Pathan,3ae3f034,430401,AUK Pathan,Asad Ullah Khan Pathan,India,"June 17, 1984, Ankleshwar, Gujarat",38y 1m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,B Akhil,af7dadf7,26206,B Akhil,Balachandra Akhil,India,"October 07, 1977, Bangalore, Karnataka",44y 9m 18d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,B Chipli,5451a2c1,27685,B Chipli,Bharat Chipli,India,"January 27, 1983, Sagar, Shivmoga, Karantaka",39y 5m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2011,B Kumar,2e81a32d,326016,B Kumar,Bhuvneshwar Kumar Singh,India,"February 05, 1990, Meerut, Uttar Pradesh",32y 5m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,B Lee,dd09ff8e,6278,B Lee,Brett Lee,Australia,"November 08, 1976, Wollongong, New South Wales",45y 8m 17d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,BA Bhatt,dc4686e6,433410,BA Bhatt,Bhargav Ashok Bhatt,India,"May 13, 1990, Vadodara, Gujarat",32y 2m 12d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2011,BB McCullum,b8a55852,37737,BB McCullum,Brendon Barrie McCullum,New Zealand,"September 27, 1981, Dunedin, Otago",40y 9m 28d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper Batter
2011,Bipul Sharma,c18496e1,35928,Bipul Sharma,Bipul Sharma,India,"September 28, 1983, Amritsar, Punjab",38y 9m 27d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2011,BJ Haddin,b0c772ee,5560,BJ Haddin,Bradley James Haddin,Australia,"October 23, 1977, Cowra, New South Wales",44y 9m 2d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2011,BJ Hodge,b57f8a9a,5674,BJ Hodge,Bradley John Hodge,Australia,"December 29, 1974, Sandringham, Victoria",47y 6m 26d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2011,CA Ingram,c995d726,45705,CA Ingram,Colin Alexander Ingram,South Africa,"July 03, 1985, Port Elizabeth",37y 0m 22d 0H 0M 0S,Left hand Bat,Legbreak,Top order Batter
2011,CA Pujara,d4f9dbd4,32540,CA Pujara,Cheteshwar Arvind Pujara,India,"January 25, 1988, Rajkot, Gujarat",34y 6m 0d 0H 0M 0S,Right hand Bat,Legbreak,Top order Batter
2011,CH Gayle,db584dad,51880,CH Gayle,Christopher Henry Gayle,West Indies,"September 21, 1979, Kingston, Jamaica",42y 10m 4d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Allrounder
2011,CJ Ferguson,9b4935c8,5236,CJ Ferguson,Callum James Ferguson,Australia,"November 21, 1984, North Adelaide, South Australia",37y 8m 4d 0H 0M 0S,Right hand Bat,Right arm Medium,Middle order Batter
2011,CK Langeveldt,d1c94b25,45963,CK Langeveldt,Charl Kenneth Langeveldt,South Africa,"December 17, 1974, Stellenbosch, Cape Province",47y 7m 8d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2011,CL White,d0513f63,8291,CL White,Cameron Leon White,Australia,"August 18, 1983, Bairnsdale, Victoria",38y 11m 7d 0H 0M 0S,Right hand Bat,Legbreak Googly,Middle order Batter
2011,DA Warner,dcce6f09,219889,DA Warner,David Andrew Warner,Australia,"October 27, 1986, Paddington, New South Wales",35y 8m 28d 0H 0M 0S,Left hand Bat,Legbreak,Opening Batter
2011,DB Ravi Teja,b720a5d6,237701,DB Ravi Teja,Dwaraka Bhamidipati Ravi Teja,India,"September 05, 1987, Kakinada, Andhra Pradesh",34y 10m 20d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2011,DE Bollinger,45c2196c,4508,DE Bollinger,Douglas Erwin Bollinger,Australia,"July 24, 1981, Baulkham Hills, Sydney, New South Wales",41y 0m 1d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2011,DH Yagnik,063b3673,36071,DH Yagnik,Dishant Harendra Yagnik,India,"June 22, 1983, Banswara, Rajasthan",39y 1m 3d 0H 0M 0S,Left hand Bat,NA,Wicketkeeper
2011,DJ Bravo,87e562a9,51439,DJ Bravo,Dwayne John Bravo,West Indies,"October 07, 1983, Santa Cruz, Trinidad",38y 9m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,DJ Hussey,fd835ab3,5766,DJ Hussey,David John Hussey,Australia,"July 15, 1977, Mt Lawley, Perth, Western Australia",45y 0m 10d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2011,DJ Jacobs,a84468fe,45782,DJ Jacobs,David Johan Jacobs,South Africa,"November 04, 1982, Klerksdorp, Transvaal",39y 8m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2011,DL Vettori,d7c6af50,38710,DL Vettori,Daniel Luca Vettori,New Zealand,"January 27, 1979, Auckland",43y 5m 28d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2011,DP Nannes,c404f58a,6981,DP Nannes,Dirk Peter Nannes,Australia,"May 16, 1976, Mount Waverley, Melbourne, Victoria",46y 2m 9d 0H 0M 0S,Right hand Bat,Left arm Fast,Bowler
2011,DPMD Jayawardene,d18f9182,49289,DPMD Jayawardene,Denagamage Proboth Mahela de Silva Jayawardene,Sri Lanka,"May 27, 1977, Colombo",45y 1m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2011,DS Kulkarni,d2a989fc,277955,DS Kulkarni,Dhawal Sunil Kulkarni,India,"December 10, 1988, Bombay (now Mumbai), Maharashtra",33y 7m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,DT Christian,2a2e6343,4864,DT Christian,Daniel Trevor Christian,Australia,"May 04, 1983, Camperdown, Sydney, New South Wales",39y 2m 21d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2011,DW Steyn,8fd1a8f5,47492,DW Steyn,Dale Willem Steyn,South Africa,"June 27, 1983, Phalaborwa",39y 0m 28d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,EJG Morgan,d2a6c0e6,24598,EJG Morgan,Eoin Joseph Gerard Morgan,England,"September 10, 1986, Dublin",35y 10m 15d 0H 0M 0S,Left hand Bat,Right arm Medium,Middle order Batter
2011,FY Fazal,c15e2193,28671,FY Fazal,Faiz Yakub Fazal,India,"September 07, 1985, Nagpur, Maharashtra",36y 10m 18d 0H 0M 0S,Left hand Bat,Right arm Medium,Opening Batter
2011,G Gambhir,bb345e0b,28763,G Gambhir,Gautam Gambhir,India,"October 14, 1981, Delhi",40y 9m 11d 0H 0M 0S,Left hand Bat,Legbreak,Top order Batter
2011,GC Smith,72861603,47270,GC Smith,Graeme Craig Smith,South Africa,"February 01, 1981, Johannesburg, Transvaal",41y 5m 24d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Opening Batter
2011,Harbhajan Singh,8b5b6769,29264,Harbhajan Singh,Harbhajan Singh,India,"July 03, 1980, Jullundur (now Jalandhar), Punjab",42y 0m 22d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2011,Harmeet Singh,2a72fd4f,391128,Harmeet Singh,Harmeet Singh Bansal,India,"October 09, 1987, Jodhpur, Rajasthan",34y 9m 16d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,Harmeet Singh,0bf15e52,422847,Harmeet Singh (2),Harmeet Singh,India,"September 07, 1992, Mumbai",29y 10m 18d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,NA
2011,Harpreet Singh,28c78fb3,340854,Harpreet Singh,Harpreet Singh Bhatia,India,"August 11, 1991, Durg, Madhya Pradesh",30y 11m 14d 0H 0M 0S,Left hand Bat,Right arm Medium,Batter
2011,I Malhotra,943fd425,31088,I Malhotra,Ishan Malhotra,India,"May 23, 1984, Srinagar",38y 2m 2d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,I Sharma,5bb1a1c4,236779,I Sharma,Ishant Sharma,India,"September 02, 1988, Delhi",33y 10m 23d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2011,IK Pathan,5fa06777,32685,IK Pathan,Irfan Khan Pathan,India,"October 27, 1984, Baroda, Gujarat",37y 8m 28d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Allrounder
2011,Iqbal Abdulla,85aae393,277237,Iqbal Abdulla,Sayed Iqbal Abdulla,India,"December 02, 1989, Azamgarh",32y 7m 23d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2011,IR Jaggi,dded65e7,279554,IR Jaggi,Ishank Rajiv Jaggi,India,"January 27, 1989, Bacheli",33y 5m 28d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2011,J Botha,7c503806,44149,J Botha,Johan Botha,South Africa,"May 02, 1982, Johannesburg, Transvaal",40y 2m 23d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2011,J Syed Mohammad,c64c2443,35261,J Syed Mohammad,Jamaluddin Syed Mohammad,India,"June 03, 1983, Madras (now Chennai), Tamil Nadu",39y 1m 22d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2011,JA Morkel,c3d35165,46248,JA Morkel,Johannes Albertus Morkel,South Africa,"June 10, 1981, Vereeniging, Transvaal",41y 1m 15d 0H 0M 0S,Left hand Bat,Right arm Medium fast,Bowling Allrounder
2011,JD Ryder,91ffa6c6,38373,JD Ryder,Jesse Daniel Ryder,New Zealand,"August 06, 1984, Masterton, Wellington",37y 11m 19d 0H 0M 0S,Left hand Bat,Right arm Medium,Allrounder
2011,JD Unadkat,1e66c162,390484,JD Unadkat,Jaydev Dipakbhai Unadkat,India,"October 18, 1991, Porbandar",30y 9m 7d 0H 0M 0S,Right hand Bat,Left arm Medium,Bowler
2011,JDP Oram,3eac9d95,38062,JDP Oram,Jacob David Philip Oram,New Zealand,"July 28, 1978, Palmerston North, Manawatu",43y 11m 27d 0H 0M 0S,Left hand Bat,Right arm Fast medium,Allrounder
2011,JE Taylor,4180d897,53191,JE Taylor,Jerome Everton Taylor,West Indies,"June 22, 1984, St Elizabeth, Jamaica",38y 1m 3d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,JEC Franklin,cf73ad76,37004,JEC Franklin,James Edward Charles Franklin,New Zealand,"November 07, 1980, Wellington",41y 8m 18d 0H 0M 0S,Left hand Bat,Left arm Medium,Allrounder
2011,JH Kallis,86dc8f2e,45789,JH Kallis,Jacques Henry Kallis,South Africa,"October 16, 1975, Pinelands, Cape Town, Cape Province",46y 9m 9d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2011,JJ van der Wath,6821ac10,47693,JJ van der Wath,Johannes Jacobus van der Wath,South Africa,"January 10, 1978, Newcastle, Natal",44y 6m 15d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Allrounder
2011,Joginder Sharma,9f961c14,29976,Joginder Sharma,Joginder Sharma,India,"October 23, 1983, Rohtak",38y 9m 2d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2011,JP Duminy,2e8994e7,44932,JP Duminy,Jean-Paul Duminy,South Africa,"April 14, 1984, Strandfontein, Cape Town, Cape Province",38y 3m 11d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Batting Allrounder
2011,JP Faulkner,808f425a,270484,JP Faulkner,James Peter Faulkner,Australia,"April 29, 1990, Launceston, Tasmania",32y 2m 26d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowling Allrounder
2011,JR Hopes,2.50E+166,5702,JR Hopes,James Redfern Hopes,Australia,"October 24, 1978, Townsville, Queensland",43y 9m 1d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,KA Pollard,a757b0d8,230559,KA Pollard,Kieron Adrian Pollard,West Indies,"May 12, 1987, Tacarigua, Trinidad",35y 2m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,Kamran Khan,6ef60d3a,391121,Kamran Khan,Kamran Khan,India,"March 10, 1991, Azamgarh, Uttar Pradesh",31y 4m 15d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Bowler
2011,Kamran Khan,922e3dcc,319750,Kamran Khan (2),Kamran Khan,Qatar,29-Sep-88,33y 9m 26d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2011,KB Arun Karthik,7daedf2f,319745,KB Arun Karthik,Konda Bhaskir Arun Karthik,India,"February 15, 1986, Walajapet, Tamil Nadu",36y 5m 10d 0H 0M 0S,Right hand Bat,Legbreak Googly,Wicketkeeper Batter
